Unnamed: 0,date,S308.DS_FLOW_cmd
3030,1998-04-20,8005195.18729728
3031,1998-04-21,7212504.71031552
3032,1998-04-22,4976334.66105216
3033,1998-04-23,3043539.97952256
3034,1998-04-24,3474137.2756608
3035,1998-04-25,3718794.8302848
3036,1998-04-26,3112044.09481728
3037,1998-04-27,3569553.72196416
3038,1998-04-28,3530408.51322432
3039,1998-04-29,3513282.48440064
3040,1998-04-30,3239266.02322176
3041,1998-05-01,2546885.14363584
3042,1998-05-02,2143200.17850624
3043,1998-05-03,2468594.72615616
3044,1998-05-04,2999501.61969024
3045,1998-05-05,2639855.01439296
3046,1998-05-06,2397644.0353152
3047,1998-05-07,2889405.72010944
3048,1998-05-08,4494359.27844288
3049,1998-05-09,5313962.08643328
3050,1998-05-10,5370233.3239968
3051,1998-05-11,4501699.0050816
3052,1998-05-12,3547534.542048
3053,1998-05-13,3246605.74986048
3054,1998-05-14,2642301.5899392
3055,1998-05-15,2336479.6466592
3056,1998-05-16,2260635.80472576
3057,1998-05-17,1127871.32681664
3058,1998-05-18,4222789.39281024
3059,1998-05-19,5651589.5118144
3060,1998-05-20,5844868.97996736
3061,1998-05-21,3109597.51927104
3062,1998-05-22,902786.37656256
3063,1998-05-23,758438.4193344
3064,1998-05-24,0.0
3065,1998-05-25,335180.84983488
3066,1998-05-26,1137657.6290016
3067,1998-05-27,961504.18967232
3068,1998-05-28,1700370.0046368
3069,1998-05-29,675254.85076224
3070,1998-05-30,0.0
3071,1998-05-31,0.0
3072,1998-06-01,0.0
3073,1998-06-02,0.0
3074,1998-06-03,0.0
3075,1998-06-04,535800.04462656
3076,1998-06-05,792690.47698176
3077,1998-06-06,658128.82193856
3078,1998-06-07,379219.2096672
3079,1998-06-08,298482.21664128
3080,1998-06-09,41591.78428608
3081,1998-06-10,0.0
3082,1998-06-11,254443.85680896
3083,1998-06-12,315608.24546496
3084,1998-06-13,0.0
3085,1998-06-14,0.0
3086,1998-06-15,587178.1310976
3087,1998-06-16,846515.13899904
3088,1998-06-17,743758.96605696
3089,1998-06-18,675254.85076224
3090,1998-06-19,677701.42630848
3091,1998-06-20,521120.59134912
3092,1998-06-21,305821.94328
3093,1998-06-22,-80736.99302592
3094,1998-06-23,-19327.946815296
3095,1998-06-24,78290.41747968
3096,1998-06-25,110095.8995808
3097,1998-06-26,61164.388656
3098,1998-06-27,0.0
3099,1998-06-28,-362093.18084352
3100,1998-06-29,203065.77033792
3101,1998-06-30,371879.48302848
3102,1998-07-01,433043.87168448
3103,1998-07-02,442830.17386944
3104,1998-07-03,384112.36075968
3105,1998-07-04,330287.6987424
3106,1998-07-05,543139.77126528
3107,1998-07-06,638556.21756864
3108,1998-07-07,880767.1966464
3109,1998-07-08,966397.3407648
3110,1998-07-09,1140104.20454784
3111,1998-07-10,1000649.39841216
3112,1998-07-11,1208608.31984256
3113,1998-07-12,415917.8428608
3114,1998-07-13,-195726.0436992
3115,1998-07-14,-286249.33891008
3116,1998-07-15,-249550.70571648
3117,1998-07-16,401238.38958336
3118,1998-07-17,315608.24546496
3119,1998-07-18,163920.56159808
3120,1998-07-19,817156.23244416
3121,1998-07-20,641002.79311488
3122,1998-07-21,296035.64109504
3123,1998-07-22,7829.041747968
3124,1998-07-23,-1668564.52253568
3125,1998-07-24,-1321150.7949696
3126,1998-07-25,-1250200.10412864
3127,1998-07-26,-1147443.93118656
3128,1998-07-27,-1387208.33471808
3129,1998-07-28,-1167016.53555648
3130,1998-07-29,-973737.06740352
3131,1998-07-30,-981076.79404224
3132,1998-07-31,-1820252.20640256
3133,1998-08-01,-1864290.56623488
3134,1998-08-02,-1460605.60110528
3135,1998-08-03,-1081386.39143808
3136,1998-08-04,-1352956.27707072
3137,1998-08-05,-1548682.32076992
3138,1998-08-06,-1942580.98371456
3139,1998-08-07,-1790893.29984768
3140,1998-08-08,-2138307.02741376
3141,1998-08-09,-1749301.5155616
3142,1998-08-10,-910126.10320128
3143,1998-08-11,0.0
3144,1998-08-12,0.0
3145,1998-08-13,0.0
3146,1998-08-14,0.0
3147,1998-08-15,0.0
3148,1998-08-16,0.0
3149,1998-08-17,0.0
3150,1998-08-18,0.0
3151,1998-08-19,0.0
3152,1998-08-20,0.0
3153,1998-08-21,0.0
3154,1998-08-22,0.0
3155,1998-08-23,0.0
3156,1998-08-24,0.0
3157,1998-08-25,0.0
3158,1998-08-26,0.0
3159,1998-08-27,0.0
3160,1998-08-28,0.0
3161,1998-08-29,0.0
3162,1998-08-30,0.0
3163,1998-08-31,0.0
3164,1998-09-01,349860.30311232
3165,1998-09-02,0.0
3166,1998-09-03,0.0
3167,1998-09-04,0.0
3168,1998-09-05,0.0
3169,1998-09-06,0.0
3170,1998-09-07,0.0
3171,1998-09-08,0.0
3172,1998-09-09,0.0
3173,1998-09-10,0.0
3174,1998-09-11,0.0
3175,1998-09-12,0.0
3176,1998-09-13,0.0
3177,1998-09-14,0.0
3178,1998-09-15,0.0
3179,1998-09-16,0.0
3180,1998-09-17,0.0
3181,1998-09-18,0.0
3182,1998-09-19,0.0
3183,1998-09-20,0.0
3184,1998-09-21,0.0
3185,1998-09-22,0.0
3186,1998-09-23,0.0
3187,1998-09-24,0.0
3188,1998-09-25,0.0
3189,1998-09-26,0.0
3190,1998-09-27,0.0
3191,1998-09-28,0.0
3192,1998-09-29,0.0
3193,1998-09-30,0.0
3194,1998-10-01,0.0
3195,1998-10-02,0.0
3196,1998-10-03,0.0
3197,1998-10-04,0.0
3198,1998-10-05,0.0
3199,1998-10-06,17860.001487552
3200,1998-10-07,0.0
3201,1998-10-08,0.0
3202,1998-10-09,0.0
3203,1998-10-10,0.0
3204,1998-10-11,0.0
3205,1998-10-12,0.0
3206,1998-10-13,0.0
3207,1998-10-14,0.0
3208,1998-10-15,0.0
3209,1998-10-16,0.0
3210,1998-10-17,0.0
3211,1998-10-18,0.0
3212,1998-10-19,0.0
3213,1998-10-20,337627.42538112
3214,1998-10-21,0.0
3215,1998-10-22,0.0
3216,1998-10-23,0.0
3217,1998-10-24,0.0
3218,1998-10-25,0.0
3219,1998-10-26,0.0
3220,1998-10-27,0.0
3221,1998-10-28,0.0
3222,1998-10-29,0.0
3223,1998-10-30,552926.07345024
3224,1998-10-31,609197.31101376
3225,1998-11-01,112542.47512704
3226,1998-11-02,1157230.23337152
3227,1998-11-03,907679.52765504
3228,1998-11-04,552926.07345024
3229,1998-11-05,-2458808.4239712
3230,1998-11-06,0.0
3231,1998-11-07,0.0
3232,1998-11-08,0.0
3233,1998-11-09,0.0
3234,1998-11-10,0.0
3235,1998-11-11,0.0
3236,1998-11-12,0.0
3237,1998-11-13,0.0
3238,1998-11-14,0.0
3239,1998-11-15,0.0
3240,1998-11-16,0.0
3241,1998-11-17,0.0
3242,1998-11-18,0.0
3243,1998-11-19,0.0
3244,1998-11-20,0.0
3245,1998-11-21,0.0
3246,1998-11-22,0.0
3247,1998-11-23,0.0
3248,1998-11-24,0.0
3249,1998-11-25,0.0
3250,1998-11-26,0.0
3251,1998-11-27,0.0
3252,1998-11-28,0.0
3253,1998-11-29,0.0
3254,1998-11-30,0.0
3255,1998-12-01,0.0
3256,1998-12-02,0.0
3257,1998-12-03,0.0
3258,1998-12-04,0.0
3259,1998-12-05,0.0
3260,1998-12-06,0.0
3261,1998-12-07,411024.69176832
3262,1998-12-08,0.0
3263,1998-12-09,0.0
3264,1998-12-10,0.0
3265,1998-12-11,0.0
3266,1998-12-12,0.0
3267,1998-12-13,0.0
3268,1998-12-14,0.0
3269,1998-12-15,0.0
3270,1998-12-16,0.0
3271,1998-12-17,0.0
3272,1998-12-18,0.0
3273,1998-12-19,0.0
3274,1998-12-20,0.0
3275,1998-12-21,0.0
3276,1998-12-22,550479.497904
3277,1998-12-23,330287.6987424
3278,1998-12-24,0.0
3279,1998-12-25,0.0
3280,1998-12-26,0.0
3281,1998-12-27,0.0
3282,1998-12-28,0.0
3283,1998-12-29,0.0
3284,1998-12-30,0.0
3285,1998-12-31,0.0
3286,1999-01-01,0.0
3287,1999-01-02,0.0
3288,1999-01-03,0.0
3289,1999-01-04,0.0
3290,1999-01-05,183493.165968
3291,1999-01-06,826942.53462912
3292,1999-01-07,0.0
3293,1999-01-08,0.0
3294,1999-01-09,0.0
3295,1999-01-10,0.0
3296,1999-01-11,36698.6331936
3297,1999-01-12,207958.9214304
3298,1999-01-13,0.0
3299,1999-01-14,0.0
3300,1999-01-15,0.0
3301,1999-01-16,0.0
3302,1999-01-17,0.0
3303,1999-01-18,0.0
3304,1999-01-19,0.0
3305,1999-01-20,259337.00790144
3306,1999-01-21,702167.18177088
3307,1999-01-22,0.0
3308,1999-01-23,0.0
3309,1999-01-24,0.0
3310,1999-01-25,0.0
3311,1999-01-26,0.0
3312,1999-01-27,0.0
3313,1999-01-28,0.0
3314,1999-01-29,0.0
3315,1999-01-30,0.0
3316,1999-01-31,0.0
3317,1999-02-01,0.0
3318,1999-02-02,0.0
3319,1999-02-03,0.0
3320,1999-02-04,0.0
3321,1999-02-05,0.0
3322,1999-02-06,0.0
3323,1999-02-07,0.0
3324,1999-02-08,584731.55555136
3325,1999-02-09,330287.6987424
3326,1999-02-10,611643.88656
3327,1999-02-11,406131.54067584
3328,1999-02-12,203065.77033792
3329,1999-02-13,0.0
3330,1999-02-14,0.0
3331,1999-02-15,0.0
3332,1999-02-16,0.0
3333,1999-02-17,0.0
3334,1999-02-18,768224.72151936
3335,1999-02-19,452616.4760544
3336,1999-02-20,0.0
3337,1999-02-21,0.0
3338,1999-02-22,689934.30403968
3339,1999-02-23,831835.6857216
3340,1999-02-24,596964.43328256
3341,1999-02-25,386558.93630592
3342,1999-02-26,503994.56252544
3343,1999-02-27,325394.54764992
3344,1999-02-28,66057.53974848
3345,1999-03-01,1247753.5285824
3346,1999-03-02,785350.75034304
3347,1999-03-03,846515.13899904
3348,1999-03-04,990863.0962272
3349,1999-03-05,1316257.64387712
3350,1999-03-06,1049580.90933696
3351,1999-03-07,618983.61319872
3352,1999-03-08,870980.89446144
3353,1999-03-09,1511983.68757632
3354,1999-03-10,983523.36958848
3355,1999-03-11,1113191.8735392
3356,1999-03-12,1215948.04648128
3357,1999-03-13,897893.22547008
3358,1999-03-14,0.0
3359,1999-03-15,469742.50487808
3360,1999-03-16,0.0
3361,1999-03-17,636109.6420224
3362,1999-03-18,981076.79404224
3363,1999-03-19,963950.76521856
3364,1999-03-20,633663.06647616
3365,1999-03-21,0.0
3366,1999-03-22,785350.75034304
3367,1999-03-23,787797.32588928
3368,1999-03-24,782904.1747968
3369,1999-03-25,971290.49185728
3370,1999-03-26,910126.10320128
3371,1999-03-27,579838.40445888
3372,1999-03-28,278909.61227136
3373,1999-03-29,802476.77916672
3374,1999-03-30,1047134.33379072
3375,1999-03-31,902786.37656256
3376,1999-04-01,981076.79404224
3377,1999-04-02,1154783.65782528
3378,1999-04-03,819602.8079904
3379,1999-04-04,406131.54067584
3380,1999-04-05,1059367.21152192
3381,1999-04-06,846515.13899904
3382,1999-04-07,1196375.44211136
3383,1999-04-08,1389654.91026432
3384,1999-04-09,1267326.13295232
3385,1999-04-10,790243.90143552
3386,1999-04-11,173706.86378304
3387,1999-04-12,915019.25429376
3388,1999-04-13,342520.5764736
3389,1999-04-14,244657.554624
3390,1999-04-15,665468.54857728
3391,1999-04-16,-215298.64806912
3392,1999-04-17,283802.76336384
3393,1999-04-18,-352306.87865856
3394,1999-04-19,-420810.99395328
3395,1999-04-20,-195726.0436992
3396,1999-04-21,645895.94420736
3397,1999-04-22,1152337.08227904
3398,1999-04-23,949271.31194112
3399,1999-04-24,1203715.16875008
3400,1999-04-25,861194.59227648
3401,1999-04-26,1348063.12597824
3402,1999-04-27,1078939.81589184
3403,1999-04-28,1264879.55740608
3404,1999-04-29,797583.62807424
3405,1999-04-30,437937.02277696
3406,1999-05-01,149241.10832064
3407,1999-05-02,-154134.25941312
3408,1999-05-03,746205.5416032
3409,1999-05-04,526013.7424416
3410,1999-05-05,511334.28916416
3411,1999-05-06,719293.21059456
3412,1999-05-07,675254.85076224
3413,1999-05-08,0.0
3414,1999-05-09,0.0
3415,1999-05-10,0.0
3416,1999-05-11,-261783.58344768
3417,1999-05-12,-665468.54857728
3418,1999-05-13,-499101.41143296
3419,1999-05-14,-437937.02277696
3420,1999-05-15,-349860.30311232
3421,1999-05-16,-229978.10134656
3422,1999-05-17,-2740164.6117888
3423,1999-05-18,-3075345.46162368
3424,1999-05-19,0.0
3425,1999-05-20,655682.24639232
3426,1999-05-21,428150.720592
3427,1999-05-22,538246.6201728
3428,1999-05-23,403684.9651296
3429,1999-05-24,670361.69966976
3430,1999-05-25,533353.46908032
3431,1999-05-26,396345.23849088
3432,1999-05-27,978.630218496
3433,1999-05-28,347413.72756608
3434,1999-05-29,163920.56159808
3435,1999-05-30,0.0
3436,1999-05-31,0.0
3437,1999-06-01,-322947.97210368
3438,1999-06-02,868534.3189152
3439,1999-06-03,1414120.66572672
3440,1999-06-04,457509.62714688
3441,1999-06-05,-403684.9651296
3442,1999-06-06,-457509.62714688
3443,1999-06-07,-685041.1529472
3444,1999-06-08,-1149890.5067328
3445,1999-06-09,-1282005.58622976
3446,1999-06-10,-1475285.05438272
3447,1999-06-11,-1374975.45698688
3448,1999-06-12,-1279559.01068352
3449,1999-06-13,-1355402.85261696
3450,1999-06-14,-1164569.96001024
3451,1999-06-15,-1149890.5067328
3452,1999-06-16,-1127871.32681664
3453,1999-06-17,-1159676.80891776
3454,1999-06-18,-1783553.57320896
3455,1999-06-19,-1874076.86841984
3456,1999-06-20,-1489964.50766016
3457,1999-06-21,-1756641.24220032
3458,1999-06-22,-1575594.65177856
3459,1999-06-23,-1250200.10412864
3460,1999-06-24,-1445926.14782784
3461,1999-06-25,-1164569.96001024
3462,1999-06-26,-1727282.33564544
3463,1999-06-27,-1485071.35656768
3464,1999-06-28,-1683243.97581312
3465,1999-06-29,-1428800.11900416
3466,1999-06-30,-1401887.78799552
3467,1999-07-01,-1330937.09715456
3468,1999-07-02,-1536449.44303872
3469,1999-07-03,-1507090.53648384
3470,1999-07-04,-1250200.10412864
3471,1999-07-05,-819602.8079904
3472,1999-07-06,-521120.59134912
3473,1999-07-07,-893000.0743776
3474,1999-07-08,-1218394.62202752
3475,1999-07-09,-146794.5327744
3476,1999-07-10,0.0
3477,1999-07-11,0.0
3478,1999-07-12,0.0
3479,1999-07-13,0.0
3480,1999-07-14,0.0
3481,1999-07-15,0.0
3482,1999-07-16,0.0
3483,1999-07-17,0.0
3484,1999-07-18,0.0
3485,1999-07-19,0.0
3486,1999-07-20,0.0
3487,1999-07-21,0.0
3488,1999-07-22,0.0
3489,1999-07-23,0.0
3490,1999-07-24,0.0
3491,1999-07-25,0.0
3492,1999-07-26,0.0
3493,1999-07-27,0.0
3494,1999-07-28,469742.50487808
3495,1999-07-29,990863.0962272
3496,1999-07-30,384112.36075968
3497,1999-07-31,513780.8647104
3498,1999-08-01,0.0
3499,1999-08-02,347413.72756608
3500,1999-08-03,848961.71454528
3501,1999-08-04,768224.72151936
3502,1999-08-05,134561.6550432
3503,1999-08-06,0.0
3504,1999-08-07,0.0
3505,1999-08-08,0.0
3506,1999-08-09,0.0
3507,1999-08-10,0.0
3508,1999-08-11,0.0
3509,1999-08-12,0.0
3510,1999-08-13,0.0
3511,1999-08-14,0.0
3512,1999-08-15,0.0
3513,1999-08-16,0.0
3514,1999-08-17,0.0
3515,1999-08-18,0.0
3516,1999-08-19,0.0
3517,1999-08-20,0.0
3518,1999-08-21,0.0
3519,1999-08-22,0.0
3520,1999-08-23,0.0
3521,1999-08-24,0.0
3522,1999-08-25,0.0
3523,1999-08-26,0.0
3524,1999-08-27,0.0
3525,1999-08-28,0.0
3526,1999-08-29,0.0
3527,1999-08-30,0.0
3528,1999-08-31,0.0
3529,1999-09-01,0.0
3530,1999-09-02,0.0
3531,1999-09-03,0.0
3532,1999-09-04,0.0
3533,1999-09-05,0.0
3534,1999-09-06,0.0
3535,1999-09-07,0.0
3536,1999-09-08,0.0
3537,1999-09-09,0.0
3538,1999-09-10,0.0
3539,1999-09-11,0.0
3540,1999-09-12,0.0
3541,1999-09-13,0.0
3542,1999-09-14,0.0
3543,1999-09-15,0.0
3544,1999-09-16,0.0
3545,1999-09-17,0.0
3546,1999-09-18,0.0
3547,1999-09-19,0.0
3548,1999-09-20,0.0
3549,1999-09-21,0.0
3550,1999-09-22,0.0
3551,1999-09-23,0.0
3552,1999-09-24,0.0
3553,1999-09-25,0.0
3554,1999-09-26,0.0
3555,1999-09-27,0.0
3556,1999-09-28,0.0
3557,1999-09-29,0.0
3558,1999-09-30,0.0
3559,1999-10-01,0.0
3560,1999-10-02,0.0
3561,1999-10-03,0.0
3562,1999-10-04,0.0
3563,1999-10-05,0.0
3564,1999-10-06,0.0
3565,1999-10-07,0.0
3566,1999-10-08,0.0
3567,1999-10-09,0.0
3568,1999-10-10,0.0
3569,1999-10-11,0.0
3570,1999-10-12,0.0
3571,1999-10-13,1915668.65270592
3572,1999-10-14,1609846.70942592
3573,1999-10-15,0.0
3574,1999-10-16,0.0
3575,1999-10-17,0.0
3576,1999-10-18,0.0
3577,1999-10-19,0.0
3578,1999-10-20,0.0
3579,1999-10-21,0.0
3580,1999-10-22,0.0
3581,1999-10-23,2666767.3454016
3582,1999-10-24,3973238.68709376
3583,1999-10-25,5717647.05156288
3584,1999-10-26,7097515.65964224
3585,1999-10-27,7085282.78191104
3586,1999-10-28,5225885.36676864
3587,1999-10-29,5257690.84886976
3588,1999-10-30,4626474.35793984
3589,1999-10-31,5384912.77727424
3590,1999-11-01,2451468.69733248
3591,1999-11-02,1487517.93211392
3592,1999-11-03,4164071.57970048
3593,1999-11-04,4775715.46626048
3594,1999-11-05,4805074.37281536
3595,1999-11-06,4959208.63222848
3596,1999-11-07,4619134.63130112
3597,1999-11-08,4741463.40861312
3598,1999-11-09,4736570.25752064
3599,1999-11-10,4885811.36584128
3600,1999-11-11,4829540.12827776
3601,1999-11-12,5035052.47416192
3602,1999-11-13,5020373.02088448
3603,1999-11-14,5022819.59643072
3604,1999-11-15,5142701.79819648
3605,1999-11-16,5524367.58340992
3606,1999-11-17,4907830.54575744
3607,1999-11-18,4597115.45138496
3608,1999-11-19,3251498.90095296
3609,1999-11-20,2104054.9697664
3610,1999-11-21,1423906.96791168
3611,1999-11-22,1834931.65968
3612,1999-11-23,1489964.50766016
3613,1999-11-24,1568254.92513984
3614,1999-11-25,1037348.03160576
3615,1999-11-26,300928.79218752
3616,1999-11-27,2055123.4588416
3617,1999-11-28,4491912.70289664
3618,1999-11-29,5252797.69777728
3619,1999-11-30,3660077.01717504
3620,1999-12-01,3075345.46162368
3621,1999-12-02,2265528.95581824
3622,1999-12-03,2123627.57413632
3623,1999-12-04,1436139.84564288
3624,1999-12-05,1365189.15480192
3625,1999-12-06,1705263.15572928
3626,1999-12-07,2718145.43187264
3627,1999-12-08,4379370.2277696
3628,1999-12-09,4198323.63734784
3629,1999-12-10,3403186.58481984
3630,1999-12-11,2145646.75405248
3631,1999-12-12,1702816.58018304
3632,1999-12-13,1981726.1924544
3633,1999-12-14,1935241.25707584
3634,1999-12-15,1365189.15480192
3635,1999-12-16,313161.66991872
3636,1999-12-17,2160326.20732992
3637,1999-12-18,3197674.23893568
3638,1999-12-19,2571350.89909824
3639,1999-12-20,1886309.74615104
3640,1999-12-21,1492411.0832064
3641,1999-12-22,1458159.02555904
3642,1999-12-23,812263.08135168
3643,1999-12-24,330287.6987424
3644,1999-12-25,83183.56857216
3645,1999-12-26,244657.554624
3646,1999-12-27,3082685.1882624
3647,1999-12-28,4142052.39978432
3648,1999-12-29,3251498.90095296
3649,1999-12-30,2953016.68431168
3650,1999-12-31,1602506.9827872
3651,2000-01-01,1795786.45094016
3652,2000-01-02,1223287.77312
3653,2000-01-03,1597613.83169472
3654,2000-01-04,719293.21059456
3655,2000-01-05,144347.95722816
3656,2000-01-06,298482.21664128
3657,2000-01-07,291142.49000256
3658,2000-01-08,251997.28126272
3659,2000-01-09,0.0
3660,2000-01-10,951717.88748736
3661,2000-01-11,2928550.92884928
3662,2000-01-12,3794638.67221824
3663,2000-01-13,4237468.84608768
3664,2000-01-14,2737718.03624256
3665,2000-01-15,2287548.1357344
3666,2000-01-16,1502197.38539136
3667,2000-01-17,2045337.15665664
3668,2000-01-18,1206161.74429632
3669,2000-01-19,1071600.08925312
3670,2000-01-20,298482.21664128
3671,2000-01-21,643449.36866112
3672,2000-01-22,528460.31798784
3673,2000-01-23,0.0
3674,2000-01-24,0.0
3675,2000-01-25,0.0
3676,2000-01-26,274016.46117888
3677,2000-01-27,511334.28916416
3678,2000-01-28,0.0
3679,2000-01-29,0.0
3680,2000-01-30,0.0
3681,2000-01-31,310715.09437248
3682,2000-02-01,812263.08135168
3683,2000-02-02,472189.08042432
3684,2000-02-03,486868.53370176
3685,2000-02-04,677701.42630848
3686,2000-02-05,721739.7861408
3687,2000-02-06,232424.6768928
3688,2000-02-07,1235520.6508512
3689,2000-02-08,858748.01673024
3690,2000-02-09,0.0
3691,2000-02-10,0.0
3692,2000-02-11,68504.11529472
3693,2000-02-12,337627.42538112
3694,2000-02-13,0.0
3695,2000-02-14,0.0
3696,2000-02-15,88076.71966464
3697,2000-02-16,247104.13017024
3698,2000-02-17,308268.51882624
3699,2000-02-18,768224.72151936
3700,2000-02-19,643449.36866112
3701,2000-02-20,63610.96420224
3702,2000-02-21,584731.55555136
3703,2000-02-22,296035.64109504
3704,2000-02-23,694827.45513216
3705,2000-02-24,288695.91445632
3706,2000-02-25,0.0
3707,2000-02-26,0.0
3708,2000-02-27,0.0
3709,2000-02-28,533353.46908032
3710,2000-02-29,1482624.78102144
3711,2000-03-01,0.0
3712,2000-03-02,0.0
3713,2000-03-03,308268.51882624
3714,2000-03-04,645895.94420736
3715,2000-03-05,0.0
3716,2000-03-06,479528.80706304
3717,2000-03-07,1052027.4848832
3718,2000-03-08,516227.44025664
3719,2000-03-09,829389.11017536
3720,2000-03-10,381665.78521344
3721,2000-03-11,618983.61319872
3722,2000-03-12,0.0
3723,2000-03-13,0.0
3724,2000-03-14,0.0
3725,2000-03-15,0.0
3726,2000-03-16,39145.20873984
3727,2000-03-17,313161.66991872
3728,2000-03-18,0.0
3729,2000-03-19,0.0
3730,2000-03-20,0.0
3731,2000-03-21,0.0
3732,2000-03-22,0.0
3733,2000-03-23,0.0
3734,2000-03-24,0.0
3735,2000-03-25,0.0
3736,2000-03-26,366986.331936
3737,2000-03-27,247104.13017024
3738,2000-03-28,0.0
3739,2000-03-29,0.0
3740,2000-03-30,222638.37470784
3741,2000-03-31,344967.15201984
3742,2000-04-01,127221.92840448
3743,2000-04-02,643449.36866112
3744,2000-04-03,667915.12412352
3745,2000-04-04,787797.32588928
3746,2000-04-05,1032454.88051328
3747,2000-04-06,1507090.53648384
3748,2000-04-07,1147443.93118656
3749,2000-04-08,963950.76521856
3750,2000-04-09,354753.4542048
3751,2000-04-10,1201268.59320384
3752,2000-04-11,1734622.06228416
3753,2000-04-12,765778.14597312
3754,2000-04-13,0.0
3755,2000-04-14,0.0
3756,2000-04-15,0.0
3757,2000-04-16,0.0
3758,2000-04-17,0.0
3759,2000-04-18,0.0
3760,2000-04-19,0.0
3761,2000-04-20,714400.05950208
3762,2000-04-21,836728.83681408
3763,2000-04-22,237317.82798528
3764,2000-04-23,484421.95815552
3765,2000-04-24,1054474.06042944
3766,2000-04-25,2157879.63178368
3767,2000-04-26,3530408.51322432
3768,2000-04-27,5705414.17383168
3769,2000-04-28,6909129.34258176
3770,2000-04-29,8073699.302592
3771,2000-04-30,7163573.19939072
3772,2000-05-01,6505444.37745216
3773,2000-05-02,6772121.11199232
3774,2000-05-03,6899343.0403968
3775,2000-05-04,6737869.05434496
3776,2000-05-05,6918915.64476672
3777,2000-05-06,6561715.61501568
3778,2000-05-07,6106652.56341504
3779,2000-05-08,7011885.51552384
3780,2000-05-09,7117088.26401216
3781,2000-05-10,7491414.32258688
3782,2000-05-11,7146447.17056704
3783,2000-05-12,6669364.93905024
3784,2000-05-13,6547036.16173824
3785,2000-05-14,6206962.16081088
3786,2000-05-15,8303677.40393856
3787,2000-05-16,8237619.86419008
3788,2000-05-17,7112195.11291968
3789,2000-05-18,4367137.3500384
3790,2000-05-19,4053975.68011968
3791,2000-05-20,4239915.42163392
3792,2000-05-21,1286898.73732224
3793,2000-05-22,548032.92235776
3794,2000-05-23,-467295.92933184
3795,2000-05-24,-895446.64992384
3796,2000-05-25,-1059367.21152192
3797,2000-05-26,-477082.2315168
3798,2000-05-27,-910126.10320128
3799,2000-05-28,-1171909.68664896
3800,2000-05-29,-1323597.37051584
3801,2000-05-30,-1986619.34354688
3802,2000-05-31,-741312.39051072
3803,2000-06-01,621430.18874496
3804,2000-06-02,435490.44723072
3805,2000-06-03,278909.61227136
3806,2000-06-04,-24465.7554624
3807,2000-06-05,161473.98605184
3808,2000-06-06,92969.87075712
3809,2000-06-07,-1989065.91909312
3810,2000-06-08,-1969493.3147232
3811,2000-06-09,-1913222.07715968
3812,2000-06-10,-1856950.83959616
3813,2000-06-11,-1805572.75312512
3814,2000-06-12,-1852057.68850368
3815,2000-06-13,-1986619.34354688
3816,2000-06-14,-1964600.16363072
3817,2000-06-15,-748652.11714944
3818,2000-06-16,-171260.2882368
3819,2000-06-17,-46484.93537856
3820,2000-06-18,-12232.8777312
3821,2000-06-19,225084.95025408
3822,2000-06-20,381665.78521344
3823,2000-06-21,244657.554624
3824,2000-06-22,322947.97210368
3825,2000-06-23,15658.083495936
3826,2000-06-24,-205512.34588416
3827,2000-06-25,-516227.44025664
3828,2000-06-26,-826942.53462912
3829,2000-06-27,-1140104.20454784
3830,2000-06-28,-866087.74336896
3831,2000-06-29,-699720.60622464
3832,2000-06-30,-773117.87261184
3833,2000-07-01,-408578.11622208
3834,2000-07-02,-12722.192840448
3835,2000-07-03,-313161.66991872
3836,2000-07-04,-374326.05857472
3837,2000-07-05,-464849.3537856
3838,2000-07-06,-433043.87168448
3839,2000-07-07,-244657.554624
3840,2000-07-08,-665468.54857728
3841,2000-07-09,-790243.90143552
3842,2000-07-10,-919912.40538624
3843,2000-07-11,-851408.29009152
3844,2000-07-12,-457509.62714688
3845,2000-07-13,-212852.07252288
3846,2000-07-14,-318054.8210112
3847,2000-07-15,-459956.20269312
3848,2000-07-16,-232424.6768928
3849,2000-07-17,-225084.95025408
3850,2000-07-18,3153635.87910336
3851,2000-07-19,3146296.15246464
3852,2000-07-20,3227033.14549056
3853,2000-07-21,3016627.64851392
3854,2000-07-22,2901638.59784064
3855,2000-07-23,1401887.78799552
3856,2000-07-24,-381665.78521344
3857,2000-07-25,-269123.3100864
3858,2000-07-26,-2363391.97766784
3859,2000-07-27,-3346915.34725632
3860,2000-07-28,-3175655.05901952
3861,2000-07-29,-790243.90143552
3862,2000-07-30,313161.66991872
3863,2000-07-31,-237317.82798528
3864,2000-08-01,-156580.83495936
3865,2000-08-02,-171260.2882368
3866,2000-08-03,14679.45327744
3867,2000-08-04,-29358.90655488
3868,2000-08-05,92969.87075712
3869,2000-08-06,-313161.66991872
3870,2000-08-07,-1445926.14782784
3871,2000-08-08,-484421.95815552
3872,2000-08-09,-176153.43932928
3873,2000-08-10,237317.82798528
3874,2000-08-11,893000.0743776
3875,2000-08-12,508887.71361792
3876,2000-08-13,875874.04555392
3877,2000-08-14,822049.38353664
3878,2000-08-15,927252.13202496
3879,2000-08-16,1071600.08925312
3880,2000-08-17,1100958.995808
3881,2000-08-18,1037348.03160576
3882,2000-08-19,1135211.05345536
3883,2000-08-20,878320.62110016
3884,2000-08-21,1047134.33379072
3885,2000-08-22,1020222.00278208
3886,2000-08-23,946824.73639488
