,date,S71_S_FLOW_cmd
268,1990-09-27,0.0
269,1990-09-28,0.0
270,1990-09-29,652795.287247757
271,1990-09-30,1175139.16637
272,1990-10-01,1178368.64609103
273,1990-10-02,974740.163377479
274,1990-10-03,438304.009108896
275,1990-10-04,681836.138981626
276,1990-10-05,762573.132007546
277,1990-10-06,392259.457328659
278,1990-10-07,459882.805426733
279,1990-10-08,248327.41794336
280,1990-10-09,1181426.86552383
281,1990-10-10,1242958.24051177
282,1990-10-11,1501169.82366194
283,1990-10-12,507664.4258448
284,1990-10-13,417630.445743168
285,1990-10-14,238981.499356723
286,1990-10-15,344624.631443366
287,1990-10-16,0.0
288,1990-10-17,473192.176398278
289,1990-10-18,0.0
290,1990-10-19,0.0
291,1990-10-20,0.0
292,1990-10-21,0.0
293,1990-10-22,237317.82798528
294,1990-10-23,0.0
295,1990-10-24,0.0
296,1990-10-25,176495.959905754
297,1990-10-26,0.0
298,1990-10-27,0.0
299,1990-10-28,0.0
300,1990-10-29,0.0
301,1990-10-30,0.0
302,1990-10-31,0.0
303,1990-11-01,59011.4021753088
304,1990-11-02,68993.430403968
305,1990-11-03,0.0
306,1990-11-04,141779.052904608
307,1990-11-05,0.0
308,1990-11-06,0.0
309,1990-11-07,40808.8801112832
310,1990-11-08,144861.73809287
311,1990-11-09,0.0
312,1990-11-10,0.0
313,1990-11-11,230442.950700346
314,1990-11-12,116016.612402701
315,1990-11-13,0.0
316,1990-11-14,0.0
317,1990-11-15,0.0
318,1990-11-16,95220.7202596608
319,1990-11-17,133998.942667565
320,1990-11-18,0.0
321,1990-11-19,0.0
322,1990-11-20,0.0
323,1990-11-21,214466.812383398
324,1990-11-22,0.0
325,1990-11-23,238712.376046637
326,1990-11-24,0.0
327,1990-11-25,266774.59756201
328,1990-11-26,0.0
329,1990-11-27,0.0
330,1990-11-28,0.0
331,1990-11-29,0.0
332,1990-11-30,0.0
333,1990-12-01,0.0
334,1990-12-02,0.0
335,1990-12-03,0.0
336,1990-12-04,66595.7863686528
337,1990-12-05,0.0
338,1990-12-06,0.0
339,1990-12-07,0.0
340,1990-12-08,148604.998678618
341,1990-12-09,0.0
342,1990-12-10,0.0
343,1990-12-11,0.0
344,1990-12-12,0.0
345,1990-12-13,513.7808647104
346,1990-12-14,0.0
347,1990-12-15,0.0
348,1990-12-16,227653.854577632
349,1990-12-17,0.0
350,1990-12-18,0.0
351,1990-12-19,0.0
352,1990-12-20,0.0
353,1990-12-21,0.0
354,1990-12-22,0.0
355,1990-12-23,0.0
356,1990-12-24,0.0
357,1990-12-25,0.0
358,1990-12-26,0.0
359,1990-12-27,0.0
360,1990-12-28,0.0
361,1990-12-29,0.0
362,1990-12-30,0.0
363,1990-12-31,0.0
364,1991-01-01,0.0
365,1991-01-02,0.0
366,1991-01-03,0.0
367,1991-01-04,0.0
368,1991-01-05,0.0
369,1991-01-06,0.0
370,1991-01-07,0.0
371,1991-01-08,269000.981309088
372,1991-01-09,0.0
373,1991-01-10,0.0
374,1991-01-11,0.0
375,1991-01-12,0.0
376,1991-01-13,0.0
377,1991-01-14,0.0
378,1991-01-15,283729.366097453
379,1991-01-16,1707978.85458561
380,1991-01-17,1461388.50528008
381,1991-01-18,769448.00929248
382,1991-01-19,809840.971560902
383,1991-01-20,202821.112783296
384,1991-01-21,550039.114305677
385,1991-01-22,0.0
386,1991-01-23,180459.412290662
387,1991-01-24,179456.316316704
388,1991-01-25,473314.50517559
389,1991-01-26,0.0
390,1991-01-27,180288.152002426
391,1991-01-28,178942.535451994
392,1991-01-29,0.0
393,1991-01-30,0.0
394,1991-01-31,0.0
395,1991-02-01,0.0
396,1991-02-02,0.0
397,1991-02-03,246443.554772755
398,1991-02-04,0.0
399,1991-02-05,0.0
400,1991-02-06,0.0
401,1991-02-07,0.0
402,1991-02-08,284365.475739475
403,1991-02-09,0.0
404,1991-02-10,0.0
405,1991-02-11,0.0
406,1991-02-12,0.0
407,1991-02-13,193181.60513111
408,1991-02-14,176691.685949453
409,1991-02-15,0.0
410,1991-02-16,0.0
411,1991-02-17,201646.756521101
412,1991-02-18,262272.898556928
413,1991-02-19,277270.406655379
414,1991-02-20,0.0
415,1991-02-21,0.0
416,1991-02-22,0.0
417,1991-02-23,0.0
418,1991-02-24,394461.375320275
419,1991-02-25,0.0
420,1991-02-26,558651.060228442
421,1991-02-27,14703.9190329024
422,1991-02-28,792201.161872512
423,1991-03-01,339878.274883661
424,1991-03-02,321186.437710387
425,1991-03-03,451001.736193882
426,1991-03-04,849695.687209152
427,1991-03-05,781142.640403507
428,1991-03-06,188802.234903341
429,1991-03-07,281282.790551213
430,1991-03-08,0.0
431,1991-03-09,329651.589100378
432,1991-03-10,894345.690928032
433,1991-03-11,377995.92189408
434,1991-03-12,0.0
435,1991-03-13,174832.28853431
436,1991-03-14,0.0
437,1991-03-15,203065.77033792
438,1991-03-16,187505.549863834
439,1991-03-17,197414.180826106
440,1991-03-18,434780.94032231
441,1991-03-19,477131.163027725
442,1991-03-20,0.0
443,1991-03-21,409948.198527974
444,1991-03-22,0.0
445,1991-03-23,0.0
446,1991-03-24,0.0
447,1991-03-25,317908.026478426
448,1991-03-26,0.0
449,1991-03-27,0.0
450,1991-03-28,0.0
451,1991-03-29,0.0
452,1991-03-30,0.0
453,1991-03-31,0.0
454,1991-04-01,266260.816697299
455,1991-04-02,0.0
456,1991-04-03,189829.796632762
457,1991-04-04,0.0
458,1991-04-05,216399.607064928
459,1991-04-06,0.0
460,1991-04-07,0.0
461,1991-04-08,0.0
462,1991-04-09,0.0
463,1991-04-10,0.0
464,1991-04-11,0.0
465,1991-04-12,0.0
466,1991-04-13,0.0
467,1991-04-14,0.0
468,1991-04-15,329920.712410464
469,1991-04-16,0.0
470,1991-04-17,0.0
471,1991-04-18,0.0
472,1991-04-19,0.0
473,1991-04-20,230614.210988582
474,1991-04-21,0.0
475,1991-04-22,378289.510959629
476,1991-04-23,0.0
477,1991-04-24,0.0
478,1991-04-25,101581.816679885
479,1991-04-26,431306.80304665
480,1991-04-27,771185.07793031
481,1991-04-28,717140.224113869
482,1991-04-29,299852.298947174
483,1991-04-30,0.0
484,1991-05-01,217965.415414522
485,1991-05-02,0.0
486,1991-05-03,194233.632615994
487,1991-05-04,0.0
488,1991-05-05,0.0
489,1991-05-06,0.0
490,1991-05-07,0.0
491,1991-05-08,0.0
492,1991-05-09,0.0
493,1991-05-10,0.0
494,1991-05-11,0.0
495,1991-05-12,0.0
496,1991-05-13,0.0
497,1991-05-14,0.0
498,1991-05-15,394020.991721952
499,1991-05-16,709800.497475149
500,1991-05-17,1100714.33825338
501,1991-05-18,1245111.22699246
502,1991-05-19,1293308.76525339
503,1991-05-20,1210981.49812241
504,1991-05-21,1459015.32700022
505,1991-05-22,1372479.94992972
506,1991-05-23,1600060.40724096
507,1991-05-24,1743992.44662626
508,1991-05-25,1659292.00121543
509,1991-05-26,1852302.3460583
510,1991-05-27,1757619.87241882
511,1991-05-28,1824729.43965218
512,1991-05-29,1817047.19243699
513,1991-05-30,1557074.07489352
514,1991-05-31,1426035.48863691
515,1991-06-01,1161487.27482198
516,1991-06-02,933270.70786871
517,1991-06-03,2232549.11745493
518,1991-06-04,1712260.36179153
519,1991-06-05,89691.4595251584
520,1991-06-06,929576.378793888
521,1991-06-07,1296636.10799628
522,1991-06-08,1364846.63422545
523,1991-06-09,1266567.69453299
524,1991-06-10,1041800.79909992
525,1991-06-11,1107417.95525007
526,1991-06-12,1117571.24376697
527,1991-06-13,602640.488549837
528,1991-06-14,0.0
529,1991-06-15,0.0
530,1991-06-16,213537.113675827
531,1991-06-17,197487.578092493
532,1991-06-18,262835.610932563
533,1991-06-19,535310.729517312
534,1991-06-20,820654.835475283
535,1991-06-21,1103014.11926684
536,1991-06-22,708552.743946566
537,1991-06-23,1008209.31685004
538,1991-06-24,1294287.39547188
539,1991-06-25,763771.954025203
540,1991-06-26,1288855.99775923
541,1991-06-27,1459235.51879939
542,1991-06-28,1265222.07798255
543,1991-06-29,1461779.95736748
544,1991-06-30,1487542.39786938
545,1991-07-01,1939718.49032546
546,1991-07-02,2006705.72878151
547,1991-07-03,2282018.8749999
548,1991-07-04,1889000.9792519
549,1991-07-05,2426635.95553814
550,1991-07-06,2083210.14611244
551,1991-07-07,1871361.16956351
552,1991-07-08,1663671.3714432
553,1991-07-09,730278.334797178
554,1991-07-10,1050217.01897898
555,1991-07-11,1010655.89239628
556,1991-07-12,1034779.12728221
557,1991-07-13,1133327.19028476
558,1991-07-14,1082927.73403221
559,1991-07-15,1070939.51385564
560,1991-07-16,1169560.97412457
561,1991-07-17,1166527.22044723
562,1991-07-18,792910.668780922
563,1991-07-19,948243.750211699
564,1991-07-20,1023231.29070396
565,1991-07-21,930432.680235072
566,1991-07-22,1687672.27755181
567,1991-07-23,2568830.92628561
568,1991-07-24,1335414.33040418
569,1991-07-25,1557416.59547
570,1991-07-26,977211.204679181
571,1991-07-27,2035501.92296076
572,1991-07-28,2641053.83641062
573,1991-07-29,2962558.32894202
574,1991-07-30,2833207.87981231
575,1991-07-31,2310276.82255897
576,1991-08-01,2448704.06696523
577,1991-08-02,2580941.4752395
578,1991-08-03,2101363.73666554
579,1991-08-04,1933626.51721532
580,1991-08-05,2520339.79895914
581,1991-08-06,1978374.38395605
582,1991-08-07,1673653.39967186
583,1991-08-08,1845133.87970782
584,1991-08-09,1915228.2691076
585,1991-08-10,2765853.65502432
586,1991-08-11,2427223.13366924
587,1991-08-12,2414500.94082879
588,1991-08-13,2407674.99505478
589,1991-08-14,2028382.3881212
590,1991-08-15,2205489.99191351
591,1991-08-16,2244292.68007688
592,1991-08-17,1976294.79474175
593,1991-08-18,1730560.7468774
594,1991-08-19,1710890.27948563
595,1991-08-20,1371868.30604316
596,1991-08-21,1737313.29538502
597,1991-08-22,4255255.45030885
598,1991-08-23,3620687.15088058
599,1991-08-24,3020737.8954316
600,1991-08-25,3342878.49760502
601,1991-08-26,3213136.59638792
602,1991-08-27,2562665.55590909
603,1991-08-28,2819262.39919874
604,1991-08-29,1890493.39033511
605,1991-08-30,1205329.9086106
606,1991-08-31,1411796.41895779
607,1991-09-01,1420163.70732593
608,1991-09-02,1647817.56190356
609,1991-09-03,1223948.34851748
610,1991-09-04,1268867.47554645
611,1991-09-05,1235251.52754111
612,1991-09-06,1078034.58293973
613,1991-09-07,1084933.92598013
614,1991-09-08,1507751.11188132
615,1991-09-09,1323548.43900492
616,1991-09-10,1443185.98321605
617,1991-09-11,1395233.10250975
618,1991-09-12,838465.90545191
619,1991-09-13,1167848.3712422
620,1991-09-14,879641.77189513
621,1991-09-15,854711.167078944
622,1991-09-16,335596.767677741
623,1991-09-17,158073.246042566
624,1991-09-18,0.0
625,1991-09-19,18226.987819488
626,1991-09-20,305724.08025815
627,1991-09-21,0.0
628,1991-09-22,142121.573481082
629,1991-09-23,0.0
630,1991-09-24,294200.70943536
631,1991-09-25,309247.149044736
632,1991-09-26,338875.178909702
633,1991-09-27,333248.05515335
634,1991-09-28,151858.944155117
635,1991-09-29,134830.778353286
636,1991-09-30,319645.095116256
637,1991-10-01,0.0
638,1991-10-02,323388.355702003
639,1991-10-03,467711.847174701
640,1991-10-04,946017.366464621
641,1991-10-05,662777.315476416
642,1991-10-06,718877.292751699
643,1991-10-07,253636.486878701
644,1991-10-08,222491.580175066
645,1991-10-09,499761.986830445
646,1991-10-10,273869.666646106
647,1991-10-11,581428.678563936
648,1991-10-12,555861.964105728
649,1991-10-13,209940.647622854
650,1991-10-14,192741.221532787
651,1991-10-15,312329.834232998
652,1991-10-16,384357.018314304
653,1991-10-17,205365.551351386
654,1991-10-18,387733.292568115
655,1991-10-19,507395.302534714
656,1991-10-20,275313.146218387
657,1991-10-21,191053.084405882
658,1991-10-22,329186.739746592
659,1991-10-23,341248.357189555
660,1991-10-24,0.0
661,1991-10-25,386240.881484909
662,1991-10-26,385286.717021875
663,1991-10-27,186551.3854008
664,1991-10-28,188557.577348717
665,1991-10-29,0.0
666,1991-10-30,0.0
667,1991-10-31,0.0
668,1991-11-01,0.0
669,1991-11-02,0.0
670,1991-11-03,0.0
671,1991-11-04,0.0
672,1991-11-05,0.0
673,1991-11-06,0.0
674,1991-11-07,0.0
675,1991-11-08,215298.64806912
676,1991-11-09,193230.536642035
677,1991-11-10,180924.261644448
678,1991-11-11,188704.371881491
679,1991-11-12,0.0
680,1991-11-13,0.0
681,1991-11-14,0.0
682,1991-11-15,0.0
683,1991-11-16,0.0
684,1991-11-17,0.0
685,1991-11-18,0.0
686,1991-11-19,0.0
687,1991-11-20,0.0
688,1991-11-21,0.0
689,1991-11-22,0.0
690,1991-11-23,0.0
691,1991-11-24,245024.540955936
692,1991-11-25,0.0
693,1991-11-26,0.0
694,1991-11-27,0.0
695,1991-11-28,0.0
696,1991-11-29,0.0
697,1991-11-30,224032.922769197
698,1991-12-01,213341.387632128
699,1991-12-02,0.0
700,1991-12-03,0.0
701,1991-12-04,0.0
702,1991-12-05,0.0
703,1991-12-06,0.0
704,1991-12-07,0.0
705,1991-12-08,0.0
706,1991-12-09,0.0
707,1991-12-10,0.0
708,1991-12-11,0.0
709,1991-12-12,0.0
710,1991-12-13,0.0
711,1991-12-14,0.0
712,1991-12-15,0.0
713,1991-12-16,0.0
714,1991-12-17,0.0
715,1991-12-18,0.0
716,1991-12-19,0.0
717,1991-12-20,0.0
718,1991-12-21,0.0
719,1991-12-22,0.0
720,1991-12-23,0.0
721,1991-12-24,0.0
722,1991-12-25,0.0
723,1991-12-26,0.0
724,1991-12-27,0.0
725,1991-12-28,0.0
726,1991-12-29,0.0
727,1991-12-30,0.0
728,1991-12-31,0.0
729,1992-01-01,880.7671966464
730,1992-01-02,0.0
731,1992-01-03,0.0
732,1992-01-04,0.0
733,1992-01-05,193426.262685734
734,1992-01-06,929.6987075712
735,1992-01-07,0.0
736,1992-01-08,0.0
737,1992-01-09,0.0
738,1992-01-10,0.0
739,1992-01-11,0.0
740,1992-01-12,0.0
741,1992-01-13,0.0
742,1992-01-14,0.0
743,1992-01-15,0.0
744,1992-01-16,0.0
745,1992-01-17,0.0
746,1992-01-18,0.0
747,1992-01-19,0.0
748,1992-01-20,0.0
749,1992-01-21,0.0
750,1992-01-22,0.0
751,1992-01-23,0.0
752,1992-01-24,0.0
753,1992-01-25,0.0
754,1992-01-26,0.0
755,1992-01-27,0.0
756,1992-01-28,0.0
757,1992-01-29,0.0
758,1992-01-30,0.0
759,1992-01-31,0.0
760,1992-02-01,0.0
761,1992-02-02,0.0
762,1992-02-03,0.0
763,1992-02-04,0.0
764,1992-02-05,0.0
765,1992-02-06,378827.757579802
766,1992-02-07,227996.375154106
767,1992-02-08,351646.303261075
768,1992-02-09,0.0
769,1992-02-10,322850.10908183
770,1992-02-11,0.0
771,1992-02-12,164850.260305651
772,1992-02-13,232669.334447424
773,1992-02-14,0.0
774,1992-02-15,0.0
775,1992-02-16,208081.250207712
776,1992-02-17,0.0
777,1992-02-18,0.0
778,1992-02-19,0.0
779,1992-02-20,0.0
780,1992-02-21,0.0
781,1992-02-22,0.0
782,1992-02-23,188949.029436115
783,1992-02-24,177425.658613325
784,1992-02-25,1805597.21888058
785,1992-02-26,757924.63846969
786,1992-02-27,630139.997689574
787,1992-02-28,441190.968253459
788,1992-02-29,206906.893945517
789,1992-03-01,191420.070737818
790,1992-03-02,199469.304284947
791,1992-03-03,184863.248273894
792,1992-03-04,0.0
793,1992-03-05,0.0
794,1992-03-06,308855.696957338
795,1992-03-07,0.0
796,1992-03-08,241354.677636576
797,1992-03-09,0.0
798,1992-03-10,242455.636632384
799,1992-03-11,0.0
800,1992-03-12,0.0
801,1992-03-13,0.0
802,1992-03-14,183248.508413376
803,1992-03-15,0.0
804,1992-03-16,0.0
805,1992-03-17,0.0
806,1992-03-18,0.0
807,1992-03-19,0.0
808,1992-03-20,444567.24250727
809,1992-03-21,0.0
810,1992-03-22,0.0
811,1992-03-23,0.0
812,1992-03-24,596475.118173312
813,1992-03-25,0.0
814,1992-03-26,0.0
815,1992-03-27,0.0
816,1992-03-28,400455.485408563
817,1992-03-29,41396.0582423808
818,1992-03-30,0.0
819,1992-03-31,0.0
820,1992-04-01,0.0
821,1992-04-02,0.0
822,1992-04-03,0.0
823,1992-04-04,0.0
824,1992-04-05,0.0
825,1992-04-06,0.0
826,1992-04-07,0.0
827,1992-04-08,146549.875219776
828,1992-04-09,28233.4818036096
829,1992-04-10,0.0
830,1992-04-11,0.0
831,1992-04-12,0.0
832,1992-04-13,0.0
833,1992-04-14,0.0
834,1992-04-15,0.0
835,1992-04-16,0.0
836,1992-04-17,0.0
837,1992-04-18,0.0
838,1992-04-19,357958.468170374
839,1992-04-20,0.0
840,1992-04-21,205708.071927859
841,1992-04-22,0.0
842,1992-04-23,631118.62790807
843,1992-04-24,309687.532643059
844,1992-04-25,309834.327175834
845,1992-04-26,0.0
846,1992-04-27,0.0
847,1992-04-28,0.0
848,1992-04-29,0.0
849,1992-04-30,0.0
850,1992-05-01,0.0
851,1992-05-02,0.0
852,1992-05-03,0.0
853,1992-05-04,0.0
854,1992-05-05,0.0
855,1992-05-06,0.0
856,1992-05-07,0.0
857,1992-05-08,300366.079811885
858,1992-05-09,259948.651788
859,1992-05-10,0.0
860,1992-05-11,0.0
861,1992-05-12,0.0
862,1992-05-13,0.0
863,1992-05-14,0.0
864,1992-05-15,0.0
865,1992-05-16,0.0
866,1992-05-17,0.0
867,1992-05-18,0.0
868,1992-05-19,0.0
869,1992-05-20,0.0
870,1992-05-21,0.0
871,1992-05-22,0.0
872,1992-05-23,0.0
873,1992-05-24,165535.301458598
874,1992-05-25,0.0
875,1992-05-26,0.0
876,1992-05-27,0.0
877,1992-05-28,0.0
878,1992-05-29,0.0
879,1992-05-30,0.0
880,1992-05-31,0.0
881,1992-06-01,0.0
882,1992-06-02,20746.9606321152
883,1992-06-03,0.0
884,1992-06-04,0.0
885,1992-06-05,195970.701253824
886,1992-06-06,0.0
887,1992-06-07,0.0
888,1992-06-08,0.0
889,1992-06-09,0.0
890,1992-06-10,814244.807544134
891,1992-06-11,0.0
892,1992-06-12,1422218.83078477
893,1992-06-13,1110696.36648204
894,1992-06-14,1032063.42842588
895,1992-06-15,844337.686762886
896,1992-06-16,1886114.02010734
897,1992-06-17,1314789.69854938
898,1992-06-18,1015573.50924422
899,1992-06-19,629357.093514778
900,1992-06-20,1243985.80224119
901,1992-06-21,645651.286652736
902,1992-06-22,814024.615744973
903,1992-06-23,232008.759049939
904,1992-06-24,387439.703502566
905,1992-06-25,1036981.04527382
906,1992-06-26,3594753.45009043
907,1992-06-27,3266325.14876317
908,1992-06-28,5480818.53868685
909,1992-06-29,5466359.27720857
910,1992-06-30,6485822.84157132
911,1992-07-01,4897872.98328424
912,1992-07-02,4265237.4785375
913,1992-07-03,3581639.80516259
914,1992-07-04,3220500.7887821
915,1992-07-05,2483323.11094452
916,1992-07-06,2172094.23570733
917,1992-07-07,2134245.712007
918,1992-07-08,2084629.15992925
919,1992-07-09,1697996.82635695
920,1992-07-10,1911631.80305462
921,1992-07-11,1560743.93821288
922,1992-07-12,1026118.24984852
923,1992-07-13,1089264.36469697
924,1992-07-14,1159334.28834129
925,1992-07-15,1574420.29551636
926,1992-07-16,298506.682396742
927,1992-07-17,1305982.02658291
928,1992-07-18,742339.952240141
929,1992-07-19,743147.3221704
930,1992-07-20,983474.438077555
931,1992-07-21,0.0
932,1992-07-22,0.0
933,1992-07-23,0.0
934,1992-07-24,0.0
935,1992-07-25,0.0
936,1992-07-26,0.0
937,1992-07-27,0.0
938,1992-07-28,0.0
939,1992-07-29,0.0
940,1992-07-30,0.0
941,1992-07-31,0.0
942,1992-08-01,0.0
