Unnamed: 0,date,S65E_S_FLOW_cmd
2913,1997-12-24,21208898.5610008
2914,1997-12-25,21306516.9252958
2915,1997-12-26,20407816.3298954
2916,1997-12-27,20497042.9400668
2917,1997-12-28,22931874.9236848
2918,1997-12-29,21374678.520014
2919,1997-12-30,20889473.6576837
2920,1997-12-31,21929341.6621021
2921,1998-01-01,20772845.4013944
2922,1998-01-02,20951910.2656237
2923,1998-01-03,20774582.4700323
2924,1998-01-04,19347397.0908886
2925,1998-01-05,20439108.0311318
2926,1998-01-06,19853495.7083838
2927,1998-01-07,18849200.9124078
2928,1998-01-08,20973807.1167626
2929,1998-01-09,23523114.3701892
2930,1998-01-10,22977576.9548886
2931,1998-01-11,22594027.3065046
2932,1998-01-12,22415965.5382492
2933,1998-01-13,21091414.0032703
2934,1998-01-14,20798289.7870753
2935,1998-01-15,20832835.4337882
2936,1998-01-16,22586296.1277784
2937,1998-01-17,22466805.3781001
2938,1998-01-18,21232556.9465329
2939,1998-01-19,21767207.1006527
2940,1998-01-20,19625964.1825835
2941,1998-01-21,19536713.1066567
2942,1998-01-22,17499718.7726127
2943,1998-01-23,17053536.7902449
2944,1998-01-24,20008168.2144171
2945,1998-01-25,21040843.2867296
2946,1998-01-26,20334321.2004864
2947,1998-01-27,17576002.9981445
2948,1998-01-28,15548672.6375081
2949,1998-01-29,12200118.0846358
2950,1998-01-30,11346776.9998628
2951,1998-01-31,9874966.08275574
2952,1998-02-01,8200089.39531076
2953,1998-02-02,8201753.0666822
2954,1998-02-03,15571792.7764201
2955,1998-02-04,18658294.6225347
2956,1998-02-05,16019956.4849804
2957,1998-02-06,14510908.6880595
2958,1998-02-07,12755882.1857197
2959,1998-02-08,12908744.2258488
2960,1998-02-09,9947213.45863621
2961,1998-02-10,10378618.1247047
2962,1998-02-11,10141642.8172959
2963,1998-02-12,9527185.36885772
2964,1998-02-13,8768184.23714769
2965,1998-02-14,8524382.98396487
2966,1998-02-15,8237375.20663546
2967,1998-02-16,9974297.04993308
2968,1998-02-17,12786415.4485368
2969,1998-02-18,18318685.4709611
2970,1998-02-19,22457875.3773563
2971,1998-02-20,25478857.9303425
2972,1998-02-21,25773229.9000661
2973,1998-02-22,25735356.9106103
2974,1998-02-23,26495556.864338
2975,1998-02-24,24845488.4529319
2976,1998-02-25,25652051.0132609
2977,1998-02-26,23929025.7190659
2978,1998-02-27,24383844.1131119
2979,1998-02-28,23618432.9534707
2980,1998-03-01,23216093.6048915
2981,1998-03-02,23787271.1319167
2982,1998-03-03,23281930.9528408
2983,1998-03-04,22533083.1096477
2984,1998-03-05,22860532.7807565
2985,1998-03-06,22231126.7557308
2986,1998-03-07,21704843.8899791
2987,1998-03-08,21959043.0892334
2988,1998-03-09,23805595.9827581
2989,1998-03-10,23725299.3733305
2990,1998-03-11,24120568.118581
2991,1998-03-12,24184913.0554471
2992,1998-03-13,22757801.0735699
2993,1998-03-14,22452688.6371983
2994,1998-03-15,21767256.0321637
2995,1998-03-16,21241927.330875
2996,1998-03-17,19511317.6524867
2997,1998-03-18,16640236.7832186
2998,1998-03-19,16302609.3578375
2999,1998-03-20,23997652.1631379
3000,1998-03-21,28709389.6788642
3001,1998-03-22,28839253.9088586
3002,1998-03-23,25421852.7201151
3003,1998-03-24,24552951.414868
3004,1998-03-25,24479529.6827253
3005,1998-03-26,22200471.1641364
3006,1998-03-27,21981404.7897261
3007,1998-03-28,20709454.6289913
3008,1998-03-29,19647738.704945
3009,1998-03-30,18062749.2030689
3010,1998-03-31,15996077.9076491
3011,1998-04-01,14945175.8475171
3012,1998-04-02,12638691.2170548
3013,1998-04-03,13531984.880498
3014,1998-04-04,14054181.9650874
3015,1998-04-05,12914493.6783825
3016,1998-04-06,14569479.7066365
3017,1998-04-07,13925687.8173989
3018,1998-04-08,13373618.0453899
3019,1998-04-09,13244169.7332383
3020,1998-04-10,13394878.7868867
3021,1998-04-11,12880143.7577133
3022,1998-04-12,12471296.5181811
3023,1998-04-13,12477045.9707148
3024,1998-04-14,10846648.0267004
3025,1998-04-15,7060401.10860578
3026,1998-04-16,5245922.82049235
3027,1998-04-17,6083214.36968206
3028,1998-04-18,1812716.75372014
3029,1998-04-19,1340454.27602943
3030,1998-04-20,4023369.02003622
3031,1998-04-21,4019356.63614038
3032,1998-04-22,4699578.03526149
3033,1998-04-23,3079993.95516154
3034,1998-04-24,1908598.04937729
3035,1998-04-25,3896098.16012081
3036,1998-04-26,4216991.00876565
3037,1998-04-27,2122746.80693967
3038,1998-04-28,1629468.24530676
3039,1998-04-29,2729840.06298367
3040,1998-04-30,2259045.5306207
3041,1998-05-01,3207142.48629963
3042,1998-05-02,3267719.69682453
3043,1998-05-03,1715367.51273525
3044,1998-05-04,2856866.26534445
3045,1998-05-05,2082720.83100319
3046,1998-05-06,2888231.36384724
3047,1998-05-07,2385900.47269325
3048,1998-05-08,2321066.22071789
3049,1998-05-09,909489.993559258
3050,1998-05-10,1197623.19563994
3051,1998-05-11,3235302.57083685
3052,1998-05-12,2139065.46583309
3053,1998-05-13,682814.769200122
3054,1998-05-14,402412.745845555
3055,1998-05-15,322018.273396109
3056,1998-05-16,27621.8379170496
3057,1998-05-17,360331.646450227
3058,1998-05-18,512606.508448205
3059,1998-05-19,103685.871649651
3060,1998-05-20,0.0
3061,1998-05-21,0.0
3062,1998-05-22,39732.3868709376
3063,1998-05-23,163357.849222445
3064,1998-05-24,161938.835405626
3065,1998-05-25,161449.520296378
3066,1998-05-26,160935.739431667
3067,1998-05-27,276805.557301594
3068,1998-05-28,323241.561169229
3069,1998-05-29,364368.496101523
3070,1998-05-30,169621.082620819
3071,1998-05-31,287423.695172275
3072,1998-06-01,499664.123808595
3073,1998-06-02,346973.343967757
3074,1998-06-03,86388.5825377344
3075,1998-06-04,86828.9661360576
3076,1998-06-05,86951.2949133696
3077,1998-06-06,86902.3634024448
3078,1998-06-07,112958.392969901
3079,1998-06-08,533744.921167718
3080,1998-06-09,48613.4561037888
3081,1998-06-10,75354.526824192
3082,1998-06-11,76749.0748855488
3083,1998-06-12,77336.2530166464
3084,1998-06-13,192618.892755475
3085,1998-06-14,316953.862015392
3086,1998-06-15,75012.0062477184
3087,1998-06-16,73299.4033653504
3088,1998-06-17,73544.0609199744
3089,1998-06-18,74082.3075401472
3090,1998-06-19,72247.3758804672
3091,1998-06-20,70583.704509024
3092,1998-06-21,71097.4853737344
3093,1998-06-22,126267.763941446
3094,1998-06-23,605405.118917088
3095,1998-06-24,420444.007621344
3096,1998-06-25,31707.6190792704
3097,1998-06-26,0.0
3098,1998-06-27,30704.523105312
3099,1998-06-28,95171.788748736
3100,1998-06-29,94535.6791067136
3101,1998-06-30,93875.1037092288
3102,1998-07-01,93385.7885999808
3103,1998-07-02,92700.7474470336
3104,1998-07-03,78192.5544578304
3105,1998-07-04,0.0
3106,1998-07-05,73054.7458107264
3107,1998-07-06,84553.6508780544
3108,1998-07-07,231641.772718003
3109,1998-07-08,260022.049054387
3110,1998-07-09,300537.340100122
3111,1998-07-10,831.8356857216
3112,1998-07-11,38778.222407904
3113,1998-07-12,46876.3874659584
3114,1998-07-13,370802.989788134
3115,1998-07-14,828655.137511488
3116,1998-07-15,784641.24343463
3117,1998-07-16,629136.901715616
3118,1998-07-17,1682950.38674757
3119,1998-07-18,1799138.25943851
3120,1998-07-19,1363280.82587585
3121,1998-07-20,1353200.93462534
3122,1998-07-21,1714486.7455386
3123,1998-07-22,2806368.94607005
3124,1998-07-23,416627.34976921
3125,1998-07-24,1594677.94103923
3126,1998-07-25,902982.102606259
3127,1998-07-26,249452.84269463
3128,1998-07-27,1358289.81176152
3129,1998-07-28,816911.574889536
3130,1998-07-29,138280.449873485
3131,1998-07-30,823272.67130976
3132,1998-07-31,994092.575948237
3133,1998-08-01,1086548.66584065
3134,1998-08-02,575459.03423111
3135,1998-08-03,0.0
3136,1998-08-04,992967.151196967
3137,1998-08-05,1625627.12169917
3138,1998-08-06,1239533.03474703
3139,1998-08-07,3128729.74004264
3140,1998-08-08,5437856.67209487
3141,1998-08-09,5505137.49961647
3142,1998-08-10,6455485.30479794
3143,1998-08-11,4291097.78206126
3144,1998-08-12,4394881.51673276
3145,1998-08-13,4587989.72459748
3146,1998-08-14,2447945.62854589
3147,1998-08-15,2394585.8158824
3148,1998-08-16,2768814.01143527
3149,1998-08-17,1863483.19630462
3150,1998-08-18,2570641.39218983
3151,1998-08-19,1655181.75429775
3152,1998-08-20,1521427.46918481
3153,1998-08-21,2872744.54063955
3154,1998-08-22,4362024.00714676
3155,1998-08-23,1964649.09514164
3156,1998-08-24,2517648.56585827
3157,1998-08-25,2002081.70099912
3158,1998-08-26,1878700.89620223
3159,1998-08-27,1214308.8408653
3160,1998-08-28,445937.324813165
3161,1998-08-29,767074.831012627
3162,1998-08-30,1090047.26887177
3163,1998-08-31,349591.179802234
3164,1998-09-01,242871.554475245
3165,1998-09-02,1112408.9693644
3166,1998-09-03,599949.255448973
3167,1998-09-04,0.0
3168,1998-09-05,340098.466682822
3169,1998-09-06,1070890.58234471
3170,1998-09-07,438255.077597971
3171,1998-09-08,430303.707072691
3172,1998-09-09,1889832.81493763
3173,1998-09-10,6286304.60577544
3174,1998-09-11,5076619.79269254
3175,1998-09-12,1885649.17075356
3176,1998-09-13,1664821.26194993
3177,1998-09-14,1618189.5320386
3178,1998-09-15,1351512.79749844
3179,1998-09-16,1816215.35675126
3180,1998-09-17,1095796.72140543
3181,1998-09-18,1672479.04340966
3182,1998-09-19,4654365.31916698
3183,1998-09-20,6876736.68234954
3184,1998-09-21,6965204.85410158
3185,1998-09-22,6913851.233386
3186,1998-09-23,6103667.74124863
3187,1998-09-24,3747199.57237665
3188,1998-09-25,3276478.43728007
3189,1998-09-26,7248420.43933432
3190,1998-09-27,10853082.520387
3191,1998-09-28,10298590.6385872
3192,1998-09-29,5300701.64697266
3193,1998-09-30,4825552.21013739
3194,1998-10-01,4818285.88076506
3195,1998-10-02,3239217.09171084
3196,1998-10-03,3076103.90004301
3197,1998-10-04,633638.600720698
3198,1998-10-05,849915.879008314
3199,1998-10-06,1408689.26801407
3200,1998-10-07,1696112.96318634
3201,1998-10-08,1256536.7347934
3202,1998-10-09,175957.713285581
3203,1998-10-10,661284.90439321
3204,1998-10-11,105080.419711008
3205,1998-10-12,522882.125742413
3206,1998-10-13,1017163.78334928
3207,1998-10-14,1290911.12121807
3208,1998-10-15,675523.974072326
3209,1998-10-16,50546.2507853184
3210,1998-10-17,254076.870477024
3211,1998-10-18,599777.995160736
3212,1998-10-19,579985.198991654
3213,1998-10-20,928891.337640941
3214,1998-10-21,923044.022085427
3215,1998-10-22,389568.224227795
3216,1998-10-23,0.0
3217,1998-10-24,0.0
3218,1998-10-25,0.0
3219,1998-10-26,775368.722114381
3220,1998-10-27,531738.729219802
3221,1998-10-28,706497.620487725
3222,1998-10-29,159394.396837536
3223,1998-10-30,0.0
3224,1998-10-31,0.0
3225,1998-11-01,0.0
3226,1998-11-02,0.0
3227,1998-11-03,35768.9344860288
3228,1998-11-04,367646.907333485
3229,1998-11-05,4538715.69309621
3230,1998-11-06,2006876.98906975
3231,1998-11-07,808397.491988621
3232,1998-11-08,3913322.05196634
3233,1998-11-09,3051662.61033608
3234,1998-11-10,2205685.71795721
3235,1998-11-11,1046620.55292601
3236,1998-11-12,1195983.99002396
3237,1998-11-13,1405582.11707034
3238,1998-11-14,1208559.38833164
3239,1998-11-15,1208877.44315265
3240,1998-11-16,1050877.59437647
3241,1998-11-17,316855.998993542
3242,1998-11-18,0.0
3243,1998-11-19,452616.4760544
3244,1998-11-20,909245.336004634
3245,1998-11-21,906896.623480243
3246,1998-11-22,631387.751218157
3247,1998-11-23,16612.2479589696
3248,1998-11-24,95734.5011243712
3249,1998-11-25,418584.610206202
3250,1998-11-26,634812.956982893
3251,1998-11-27,618787.887155021
3252,1998-11-28,138378.312895334
3253,1998-11-29,0.0
3254,1998-11-30,37970.8524776448
3255,1998-12-01,219017.442899405
3256,1998-12-02,467736.312930163
3257,1998-12-03,659082.986401594
3258,1998-12-04,293344.407994176
3259,1998-12-05,0.0
3260,1998-12-06,330238.767231475
3261,1998-12-07,493229.630121984
3262,1998-12-08,32514.9890095296
3263,1998-12-09,132995.846693606
3264,1998-12-10,152005.738687891
3265,1998-12-11,191469.002248742
3266,1998-12-12,209304.537980832
3267,1998-12-13,272744.241894835
3268,1998-12-14,345358.604107238
3269,1998-12-15,282310.352280634
3270,1998-12-16,147406.17666096
3271,1998-12-17,95661.103857984
3272,1998-12-18,66375.5945694912
3273,1998-12-19,18275.9193304128
3274,1998-12-20,100358.528906765
3275,1998-12-21,194233.632615994
3276,1998-12-22,195041.002546253
3277,1998-12-23,195872.838231974
3278,1998-12-24,196264.290319373
3279,1998-12-25,195946.235498362
3280,1998-12-26,244853.280667699
3281,1998-12-27,372173.072094029
3282,1998-12-28,337725.28840297
3283,1998-12-29,52797.1002878592
3284,1998-12-30,0.0
3285,1998-12-31,0.0
3286,1999-01-01,37065.619525536
3287,1999-01-02,510575.850744826
3288,1999-01-03,365322.660564557
3289,1999-01-04,486599.410391674
3290,1999-01-05,411538.47263303
3291,1999-01-06,41322.6609759936
3292,1999-01-07,0.0
3293,1999-01-08,32808.5780750784
3294,1999-01-09,310421.505306931
3295,1999-01-10,382986.93600841
3296,1999-01-11,175346.069399021
3297,1999-01-12,171309.219747725
3298,1999-01-13,0.0
3299,1999-01-14,0.0
3300,1999-01-15,67696.7453644608
3301,1999-01-16,327131.61628775
3302,1999-01-17,93410.2543554432
3303,1999-01-18,90816.8842764288
3304,1999-01-19,125191.270701101
3305,1999-01-20,141485.463839059
3306,1999-01-21,139136.751314669
3307,1999-01-22,129007.928553235
3308,1999-01-23,53090.689353408
3309,1999-01-24,205316.619840461
3310,1999-01-25,1178099.52278095
3311,1999-01-26,151638.752355955
3312,1999-01-27,113227.516279987
3313,1999-01-28,113594.502611923
3314,1999-01-29,49176.168479424
3315,1999-01-30,94413.3503294016
3316,1999-01-31,337651.891136582
3317,1999-02-01,65861.8137047808
3318,1999-02-02,72516.4991905536
3319,1999-02-03,269930.680016659
3320,1999-02-04,271569.88563264
3321,1999-02-05,271227.365056166
3322,1999-02-06,262884.542443488
3323,1999-02-07,237195.499207968
3324,1999-02-08,112909.461458976
3325,1999-02-09,115258.173983366
3326,1999-02-10,110193.76260265
3327,1999-02-11,70192.2524216256
3328,1999-02-12,70290.1154434752
3329,1999-02-13,70608.1702644864
3330,1999-02-14,70901.7593300352
3331,1999-02-15,69164.6906922048
3332,1999-02-16,68773.2386048064
3333,1999-02-17,68797.7043602688
3334,1999-02-18,69164.6906922048
3335,1999-02-19,69800.8003342272
3336,1999-02-20,69384.8824913664
3337,1999-02-21,69140.2249367424
3338,1999-02-22,69164.6906922048
3339,1999-02-23,67598.8823426112
3340,1999-02-24,67182.9644997504
3341,1999-02-25,67574.4165871488
3342,1999-02-26,66791.512412352
3343,1999-02-27,105251.679999245
3344,1999-02-28,119857.736010298
3345,1999-03-01,0.0
3346,1999-03-02,0.0
3347,1999-03-03,0.0
3348,1999-03-04,0.0
3349,1999-03-05,0.0
3350,1999-03-06,0.0
3351,1999-03-07,0.0
3352,1999-03-08,0.0
3353,1999-03-09,13211.507949696
3354,1999-03-10,43818.1680331584
3355,1999-03-11,138133.65534071
3356,1999-03-12,59671.9775727936
3357,1999-03-13,59280.5254853952
3358,1999-03-14,58155.1007341248
3359,1999-03-15,217011.250951488
3360,1999-03-16,1252744.54269673
3361,1999-03-17,2600073.6960111
3362,1999-03-18,2086684.2833881
3363,1999-03-19,2047857.12946927
3364,1999-03-20,2258556.21551146
3365,1999-03-21,2543435.47211564
3366,1999-03-22,2000564.82416045
3367,1999-03-23,2311940.49393041
3368,1999-03-24,2009494.82490422
3369,1999-03-25,1774672.50397611
3370,1999-03-26,3206237.25334752
3371,1999-03-27,2315267.8366733
3372,1999-03-28,1707929.92307468
3373,1999-03-29,1710033.97804445
3374,1999-03-30,2356003.3195182
3375,1999-03-31,2081057.15963174
3376,1999-04-01,1649309.97298677
3377,1999-04-02,1767895.48971302
3378,1999-04-03,2318032.46704055
3379,1999-04-04,2293468.8485563
3380,1999-04-05,2072763.26852999
3381,1999-04-06,1583961.9401467
3382,1999-04-07,2323366.00173135
3383,1999-04-08,1473425.65696758
3384,1999-04-09,2320674.76863049
3385,1999-04-10,2256036.24269883
3386,1999-04-11,1733398.77451104
3387,1999-04-12,1678913.53709628
3388,1999-04-13,1867984.8953097
3389,1999-04-14,2289798.98523694
3390,1999-04-15,1282176.846518
3391,1999-04-16,1398266.85618708
3392,1999-04-17,738278.636833382
3393,1999-04-18,1137510.83446883
3394,1999-04-19,602126.707685126
3395,1999-04-20,600340.707536371
3396,1999-04-21,588254.624337946
3397,1999-04-22,578786.376973997
3398,1999-04-23,575165.445165562
3399,1999-04-24,563030.430456211
3400,1999-04-25,550846.484235936
3401,1999-04-26,1215189.60806195
3402,1999-04-27,1135235.51921082
3403,1999-04-28,1029249.86654771
3404,1999-04-29,875629.387999296
3405,1999-04-30,1125131.16220485
3406,1999-05-01,1289981.4225105
3407,1999-05-02,614555.311460026
3408,1999-05-03,1023084.49617118
3409,1999-05-04,566871.554063808
3410,1999-05-05,1444286.94221186
3411,1999-05-06,1532314.73036557
3412,1999-05-07,1961199.42362145
3413,1999-05-08,2413889.29694223
3414,1999-05-09,2680150.11363953
3415,1999-05-10,2047539.07464826
3416,1999-05-11,3491728.15383827
3417,1999-05-12,2901467.3375524
3418,1999-05-13,6036411.37948249
3419,1999-05-14,6031567.15990093
3420,1999-05-15,7125137.49755929
3421,1999-05-16,5936150.71359758
3422,1999-05-17,5804794.07251995
3423,1999-05-18,6026062.36492189
3424,1999-05-19,5793564.29076271
3425,1999-05-20,6632959.89492219
3426,1999-05-21,6336581.73325068
3427,1999-05-22,5759679.21944728
3428,1999-05-23,5634072.03090332
3429,1999-05-24,5420877.43780397
3430,1999-05-25,3829453.44224124
3431,1999-05-26,2582531.74934456
3432,1999-05-27,1222676.12923344
3433,1999-05-28,289380.955609267
3434,1999-05-29,0.0
3435,1999-05-30,0.0
3436,1999-05-31,0.0
3437,1999-06-01,0.0
3438,1999-06-02,0.0
3439,1999-06-03,0.0
3440,1999-06-04,64173.6765778752
3441,1999-06-05,85458.8838301632
3442,1999-06-06,84406.85634528
3443,1999-06-07,69996.5263779264
3444,1999-06-08,231079.060342368
3445,1999-06-09,518649.550047418
3446,1999-06-10,689347.125908582
3447,1999-06-11,175566.261198182
3448,1999-06-12,0.0
3449,1999-06-13,0.0
3450,1999-06-14,0.0
3451,1999-06-15,0.0
3452,1999-06-16,0.0
3453,1999-06-17,1932.7946815296
3454,1999-06-18,574480.404012615
3455,1999-06-19,1444189.07919001
3456,1999-06-20,807051.875438189
3457,1999-06-21,926420.296339239
3458,1999-06-22,910884.541620614
3459,1999-06-23,600732.15962377
3460,1999-06-24,908119.911253363
3461,1999-06-25,1409251.9803897
3462,1999-06-26,1491310.12421059
3463,1999-06-27,3252477.53117146
3464,1999-06-28,2344969.26380465
3465,1999-06-29,2041716.2248482
3466,1999-06-30,2617762.43721041
3467,1999-07-01,3333312.38721923
3468,1999-07-02,3271829.94374221
3469,1999-07-03,6575122.84900908
3470,1999-07-04,6275833.26243754
3471,1999-07-05,6338538.99368767
3472,1999-07-06,5075176.31312026
3473,1999-07-07,4427347.57423137
3474,1999-07-08,3209026.34947023
3475,1999-07-09,2303573.20556227
3476,1999-07-10,1850320.61986585
3477,1999-07-11,1233318.73285958
3478,1999-07-12,2695367.81353715
3479,1999-07-13,2841183.71609305
3480,1999-07-14,2418660.1192574
3481,1999-07-15,3042952.80139146
3482,1999-07-16,1965236.27327274
3483,1999-07-17,3820425.57847561
3484,1999-07-18,2254078.98226184
3485,1999-07-19,2429645.24346002
3486,1999-07-20,2396322.88452023
3487,1999-07-21,2495580.45443119
3488,1999-07-22,1240903.11705293
3489,1999-07-23,3121781.46549132
3490,1999-07-24,2103394.39436892
3491,1999-07-25,1977664.87704764
3492,1999-07-26,1839726.94775063
3493,1999-07-27,1541807.44348499
3494,1999-07-28,1047012.00501341
3495,1999-07-29,1261601.14617412
3496,1999-07-30,516251.906012102
3497,1999-07-31,693286.112538029
3498,1999-08-01,299240.655060614
3499,1999-08-02,209647.058557306
3500,1999-08-03,358423.31752416
3501,1999-08-04,347046.741234144
3502,1999-08-05,309296.080555661
3503,1999-08-06,309271.614800198
3504,1999-08-07,311082.080704416
3505,1999-08-08,307925.998249766
3506,1999-08-09,307192.025585894
3507,1999-08-10,307461.148895981
3508,1999-08-11,426266.857421395
3509,1999-08-12,2433804.42188863
3510,1999-08-13,2454918.36885268
3511,1999-08-14,2466808.72600741
3512,1999-08-15,2450245.40955936
3513,1999-08-16,2449756.09445011
3514,1999-08-17,2448655.1354543
3515,1999-08-18,2455799.13604933
3516,1999-08-19,2423308.61279526
3517,1999-08-20,2511581.0585036
3518,1999-08-21,3711039.18580322
3519,1999-08-22,3936613.45116655
3520,1999-08-23,5698710.55683498
3521,1999-08-24,8074506.67252226
3522,1999-08-25,10161631.3395087
3523,1999-08-26,11978384.9428801
3524,1999-08-27,13455211.339857
3525,1999-08-28,13527189.5924273
3526,1999-08-29,10854648.3287366
3527,1999-08-30,7964459.70445238
3528,1999-08-31,8052047.10900778
3529,1999-09-01,9557327.1795874
3530,1999-09-02,12010802.0688678
3531,1999-09-03,8641916.47320624
3532,1999-09-04,7659542.99412449
3533,1999-09-05,6714259.60032374
3534,1999-09-06,7150092.56813094
3535,1999-09-07,6707825.10663713
3536,1999-09-08,6925594.79600796
3537,1999-09-09,5921593.58909745
3538,1999-09-10,4314095.59219592
3539,1999-09-11,4695223.13078918
3540,1999-09-12,4378391.5975511
3541,1999-09-13,4821123.90839869
3542,1999-09-14,2946019.47824943
3543,1999-09-15,3885235.36469551
3544,1999-09-16,4509650.37560688
3545,1999-09-17,4491105.33296638
3546,1999-09-18,2869882.04725045
3547,1999-09-19,2838835.00356866
3548,1999-09-20,2854395.22404275
3549,1999-09-21,4129305.74118841
3550,1999-09-22,6824575.69170371
3551,1999-09-23,7244212.32939479
3552,1999-09-24,7092084.26192959
3553,1999-09-25,7257962.08396466
3554,1999-09-26,6505297.58291939
3555,1999-09-27,6505982.62407233
3556,1999-09-28,6364913.07807613
3557,1999-09-29,5711481.68118636
3558,1999-09-30,5469368.56513045
3559,1999-10-01,5322035.78573587
3560,1999-10-02,5550423.61297738
3561,1999-10-03,5990905.07432243
3562,1999-10-04,5815094.15556962
3563,1999-10-05,8506889.96880925
3564,1999-10-06,8050897.21850104
3565,1999-10-07,8865117.56028972
3566,1999-10-08,12370693.3317197
3567,1999-10-09,13716603.4712172
3568,1999-10-10,15114576.7383388
3569,1999-10-11,14510321.5099284
3570,1999-10-12,14275621.5177776
3571,1999-10-13,13708896.7582466
3572,1999-10-14,11768126.2404363
3573,1999-10-15,13063074.2113056
3574,1999-10-16,14648210.5077145
3575,1999-10-17,16079970.9831296
3576,1999-10-18,17913190.0399273
3577,1999-10-19,18700473.5849518
3578,1999-10-20,18174337.5137329
3579,1999-10-21,21448907.6220869
3580,1999-10-22,20451438.7718849
3581,1999-10-23,21957281.5548401
3582,1999-10-24,20765309.948712
3583,1999-10-25,18758726.5487078
3584,1999-10-26,15387639.0350546
3585,1999-10-27,12354301.2755599
3586,1999-10-28,9488138.02313973
3587,1999-10-29,9592508.93594233
3588,1999-10-30,8018382.22949151
3589,1999-10-31,6083532.42450307
3590,1999-11-01,6448243.44118107
3591,1999-11-02,5186886.95256157
3592,1999-11-03,4989130.251159
3593,1999-11-04,5065781.46302269
3594,1999-11-05,4990231.2101548
3595,1999-11-06,5534276.21437219
3596,1999-11-07,4674843.15648901
3597,1999-11-08,4134516.9471019
3598,1999-11-09,4289801.09702175
3599,1999-11-10,3943072.41060862
3600,1999-11-11,3221381.55597875
3601,1999-11-12,2578494.89969326
3602,1999-11-13,2769523.51834368
3603,1999-11-14,1984906.74066451
3604,1999-11-15,2662216.71488559
3605,1999-11-16,551458.128122496
3606,1999-11-17,693530.770092653
3607,1999-11-18,688711.01626656
3608,1999-11-19,667572.603547047
3609,1999-11-20,729789.01968793
3610,1999-11-21,498489.7675464
3611,1999-11-22,943644.188184768
3612,1999-11-23,646287.396294759
3613,1999-11-24,580768.103166451
3614,1999-11-25,533647.058145869
3615,1999-11-26,434340.556723987
3616,1999-11-27,508667.521818758
3617,1999-11-28,467858.641707475
3618,1999-11-29,294323.038212672
3619,1999-11-30,425116.966914662
3620,1999-12-01,756407.761631021
3621,1999-12-02,395293.211005997
3622,1999-12-03,439209.242061005
3623,1999-12-04,734780.033802259
3624,1999-12-05,1161511.74057744
3625,1999-12-06,1993763.3441419
3626,1999-12-07,878124.895056461
3627,1999-12-08,1426304.611947
3628,1999-12-09,996123.233651616
3629,1999-12-10,1378645.32030624
3630,1999-12-11,1255949.5566623
3631,1999-12-12,1260084.26933545
3632,1999-12-13,1923620.0232312
3633,1999-12-14,1183579.85200452
3634,1999-12-15,2088763.8726024
3635,1999-12-16,1921907.42034883
3636,1999-12-17,1419649.92646122
3637,1999-12-18,1956330.73828443
3638,1999-12-19,2696175.1834674
3639,1999-12-20,2542285.58160891
3640,1999-12-21,1584500.18676687
3641,1999-12-22,2128178.20465233
3642,1999-12-23,2681446.79867904
3643,1999-12-24,3269505.69697329
3644,1999-12-25,3260208.70989757
3645,1999-12-26,3465916.78182543
3646,1999-12-27,3139078.75460323
3647,1999-12-28,2907388.0503743
3648,1999-12-29,2981788.41273546
3649,1999-12-30,2666351.42755874
3650,1999-12-31,2963781.61671514
3651,2000-01-01,2829782.67404757
3652,2000-01-02,2821072.86510296
3653,2000-01-03,2799616.39756243
3654,2000-01-04,2890090.76126239
3655,2000-01-05,3198481.60886594
3656,2000-01-06,2748336.17411324
3657,2000-01-07,2689300.30618247
3658,2000-01-08,2972736.08321437
3659,2000-01-09,2718928.33604744
3660,2000-01-10,2634105.5618593
3661,2000-01-11,2698328.1699481
3662,2000-01-12,2846664.04531663
3663,2000-01-13,2866750.43055126
3664,2000-01-14,2735785.24156103
3665,2000-01-15,2340614.35933235
3666,2000-01-16,2673593.29117561
3667,2000-01-17,2897675.14545573
3668,2000-01-18,2063588.61023159
3669,2000-01-19,2332100.27643143
3670,2000-01-20,2817060.48120712
3671,2000-01-21,2659843.53660574
3672,2000-01-22,2485255.90562605
3673,2000-01-23,2317543.1519313
3674,2000-01-24,3252330.73663868
3675,2000-01-25,3170786.3736825
3676,2000-01-26,3388849.65211887
3677,2000-01-27,2412568.14614726
3678,2000-01-28,1772739.70929458
3679,2000-01-29,2192327.41547474
3680,2000-01-30,2523324.62112555
3681,2000-01-31,2823543.90640466
3682,2000-02-01,2266996.90114598
3683,2000-02-02,2420225.927607
3684,2000-02-03,2910397.33829618
3685,2000-02-04,2733436.52903664
3686,2000-02-05,2697887.78634977
3687,2000-02-06,2263131.31178292
3688,2000-02-07,2555448.15804768
3689,2000-02-08,2523862.86774572
3690,2000-02-09,2220781.08907751
3691,2000-02-10,2373227.21136372
3692,2000-02-11,2416164.61220024
3693,2000-02-12,2626741.36946511
3694,2000-02-13,2446918.06681647
3695,2000-02-14,1872119.60798285
3696,2000-02-15,2518088.9494566
3697,2000-02-16,2683330.66184964
3698,2000-02-17,1893478.21250152
3699,2000-02-18,2342253.56494833
3700,2000-02-19,2735075.73465262
3701,2000-02-20,2712542.77387175
3702,2000-02-21,2532768.40273404
3703,2000-02-22,2537563.69080467
3704,2000-02-23,2580965.94099496
3705,2000-02-24,3568281.50268012
3706,2000-02-25,4583439.09408148
3707,2000-02-26,5134701.49616028
3708,2000-02-27,4632541.86529452
3709,2000-02-28,3702133.65081491
